year,mileage,engineSize,transmission,model,fuelType,price
2017,62480,2.1,Automatic, C Class,Diesel,16489
2017,10597,2.1,Automatic, C Class,Diesel,24948
2017,15072,1.6,Automatic, C Class,Diesel,20988
2017,20118,2,Automatic, C Class,Petrol,24998
2018,12123,2.1,Automatic, C Class,Diesel,21498
2020,1000,3,Automatic, C Class,Petrol,49998
2019,6000,1.6,Automatic, C Class,Petrol,26998
2013,60841,2.1,Automatic, C Class,Diesel,10190
2015,35553,2.1,Automatic, C Class,Diesel,14900
2015,75306,2.1,Automatic, C Class,Diesel,13854
2014,32391,1.6,Automatic, C Class,Petrol,12295
2016,39877,1.6,Manual, C Class,Diesel,16000
2016,34246,2.1,Manual, C Class,Diesel,14299
2016,11638,2.1,Manual, C Class,Diesel,14499
2017,15021,2.1,Automatic, C Class,Diesel,18865
2013,49085,2.1,Automatic, C Class,Diesel,10999
2016,28696,2,Automatic, C Class,Hybrid,18499
2015,59549,2.1,Automatic, C Class,Hybrid,17130
2013,41866,6.2,Automatic, C Class,Petrol,21999
2016,61225,2,Automatic, C Class,Hybrid,16341
2016,40313,2,Automatic, C Class,Hybrid,19499
2016,26741,2.1,Automatic, C Class,Diesel,21499
2016,59211,2,Automatic, C Class,Hybrid,15999
2017,49243,2.1,Automatic, C Class,Diesel,16958
2016,41614,2.1,Automatic, C Class,Diesel,15999
2014,42256,2.1,Automatic, C Class,Diesel,14999
2017,23001,2,Manual, C Class,Petrol,13499
2015,68600,2.1,Manual, C Class,Diesel,12490
2010,97717,1.6,Manual, C Class,Petrol,4990
2013,76950,2.1,Automatic, C Class,Diesel,9685
2018,22345,1.6,Automatic, C Class,Diesel,17470
2010,106032,1.8,Automatic, C Class,Petrol,4495
2017,49859,2.1,Automatic, C Class,Hybrid,17999
2013,69493,2.1,Automatic, C Class,Diesel,8751
2019,4443,2,Automatic, C Class,Diesel,29499
2015,42492,2.1,Automatic, C Class,Diesel,13999
2014,20047,2,Automatic, C Class,Petrol,15399
2017,23555,2.1,Automatic, C Class,Diesel,18999
2018,28059,2.1,Automatic, C Class,Diesel,19949
2016,40049,1.6,Manual, C Class,Diesel,14649
2014,140000,2.1,Automatic, C Class,Diesel,10393
2015,129000,2.1,Manual, C Class,Diesel,10791
2015,90000,2.1,Manual, C Class,Diesel,9791
2015,94000,2.1,Manual, C Class,Diesel,11591
2016,124000,2.1,Automatic, C Class,Diesel,12392
2017,102000,2.1,Automatic, C Class,Diesel,13392
2015,113000,2.1,Manual, C Class,Diesel,9793
2016,128000,2.1,Automatic, C Class,Diesel,11393
2015,150000,2.1,Manual, C Class,Diesel,8692
2008,112455,2.1,Automatic, C Class,Diesel,4295
2015,44086,2.1,Automatic, C Class,Diesel,16395
2017,51406,2.1,Automatic, C Class,Diesel,14670
2015,81423,2.1,Automatic, C Class,Diesel,15970
2016,99217,2.1,Automatic, C Class,Diesel,13490
2008,67979,1.8,Automatic, C Class,Petrol,5780
2013,74157,2.1,Automatic, C Class,Diesel,8950
2015,31435,2.1,Manual, C Class,Diesel,15604
2014,47183,2.1,Automatic, C Class,Diesel,11750
2012,59512,1.8,Manual, C Class,Petrol,7573
2015,52500,2.1,Automatic, C Class,Diesel,14999
2014,50416,2.1,Automatic, C Class,Diesel,11999
2017,23683,2,Automatic, C Class,Petrol,18728
2017,25449,2.1,Automatic, C Class,Diesel,20200
2015,46959,2.1,Automatic, C Class,Hybrid,15800
2017,24518,2.1,Automatic, C Class,Diesel,15999
2015,108000,2.1,Manual, C Class,Diesel,9392
2019,15024,2.1,Automatic, C Class,Diesel,19999
2018,37763,2.1,Automatic, C Class,Diesel,18699
2015,12050,2.1,Automatic, C Class,Diesel,20000
2017,11136,2.1,Automatic, C Class,Diesel,21499
2016,28392,2.1,Automatic, C Class,Diesel,16499
2016,52819,2,Automatic, C Class,Hybrid,16326
2018,11498,2.1,Automatic, C Class,Diesel,20299
2016,42569,2.1,Automatic, C Class,Diesel,17999
2014,31690,2.1,Automatic, C Class,Diesel,15999
2018,11881,2.1,Automatic, C Class,Diesel,24499
2019,8000,2,Automatic, C Class,Diesel,29748
2019,4000,2,Automatic, C Class,Diesel,31998
2019,1000,1.5,Automatic, C Class,Petrol,29498
2019,2073,1.5,Automatic, C Class,Petrol,24998
2019,5144,2,Automatic, C Class,Diesel,27998
2017,30633,2.1,Automatic, C Class,Diesel,21998
2016,40500,2,Automatic, C Class,Hybrid,19998
2019,4000,2,Automatic, C Class,Diesel,31248
2020,3000,2,Automatic, C Class,Diesel,34498
2020,2000,2,Automatic, C Class,Diesel,33998
2018,13910,2.1,Automatic, C Class,Diesel,21691
2018,6001,2,Automatic, C Class,Petrol,24991
2019,8238,1.5,Automatic, C Class,Petrol,24992
2016,3000,2,Automatic, C Class,Petrol,19900
2019,6084,2,Automatic, C Class,Diesel,26291
2017,10398,2,Automatic, C Class,Petrol,21291
2016,26401,2.1,Automatic, C Class,Hybrid,18291
2020,15754,2.1,Manual, C Class,Diesel,19298
2019,50,1.5,Automatic, C Class,Petrol,29998
2018,3314,1.5,Automatic, C Class,Petrol,21691
2020,2000,2,Automatic, C Class,Diesel,33998
2019,13479,1.5,Automatic, C Class,Petrol,24748
2018,38508,2.1,Automatic, C Class,Diesel,19798
2017,27236,2.1,Automatic, C Class,Diesel,19498
2017,42986,2.1,Automatic, C Class,Diesel,18998
2017,37158,2.1,Automatic, C Class,Diesel,16798
2017,19242,2.1,Automatic, C Class,Diesel,21998
2019,5266,1.5,Automatic, C Class,Petrol,22291
2017,34682,2.1,Automatic, C Class,Diesel,18991
2019,2910,1.5,Automatic, C Class,Petrol,29900
2015,56118,2.1,Automatic, C Class,Diesel,15400
2020,1000,3,Automatic, C Class,Petrol,41900
2016,47651,2.1,Automatic, C Class,Diesel,20191
2016,30187,4,Automatic, C Class,Petrol,40995
2016,37982,2,Automatic, C Class,Petrol,15999
2017,22011,2.1,Automatic, C Class,Diesel,20249
2017,33569,2,Automatic, C Class,Petrol,15699
2019,41,1.5,Automatic, C Class,Petrol,27498
2018,15000,2,Automatic, C Class,Petrol,26998
2017,26145,2.1,Automatic, C Class,Diesel,21498
2017,19878,2.1,Automatic, C Class,Diesel,21489
2013,57172,2.1,Automatic, C Class,Diesel,8799
2017,23637,2.1,Automatic, C Class,Diesel,18999
2015,48361,2,Automatic, C Class,Hybrid,15899
2016,71077,2.1,Automatic, C Class,Diesel,13600
2017,17324,2.1,Automatic, C Class,Diesel,20599
2017,20850,1.6,Automatic, C Class,Diesel,16799
2012,50848,1.8,Automatic, C Class,Petrol,9400
2016,23907,2.1,Automatic, C Class,Diesel,18400
2017,23606,2,Automatic, C Class,Hybrid,18995
2015,81940,2.1,Automatic, C Class,Hybrid,12295
2015,82230,2.1,Manual, C Class,Diesel,10500
2016,14183,2,Automatic, C Class,Petrol,17699
2013,69900,2.1,Automatic, C Class,Diesel,11499
2008,91000,2.1,Automatic, C Class,Diesel,5999
2018,7200,2,Automatic, C Class,Petrol,23995
2014,20000,1.6,Automatic, C Class,Petrol,12495
2018,26930,2,Automatic, C Class,Petrol,15999
2013,56544,2.1,Automatic, C Class,Diesel,9000
2016,34972,1.6,Automatic, C Class,Diesel,16000
2018,6200,1.5,Automatic, C Class,Petrol,22900
2018,26329,2,Automatic, C Class,Petrol,16999
2017,27814,2,Automatic, C Class,Petrol,17249
2016,33821,2.1,Automatic, C Class,Diesel,22900
2016,60619,2,Automatic, C Class,Hybrid,15679
2017,40272,2.1,Automatic, C Class,Diesel,14999
2016,33197,2.1,Automatic, C Class,Diesel,19599
2012,80299,2.1,Automatic, C Class,Diesel,7699
2019,650,1.6,Automatic, C Class,Diesel,27500
2019,4885,2,Automatic, C Class,Diesel,29498
2017,19828,2,Automatic, C Class,Petrol,17900
2017,23665,2.1,Automatic, C Class,Diesel,21900
2019,348,2,Automatic, C Class,Diesel,27400
2019,9050,1.6,Automatic, C Class,Petrol,22900
2020,600,2,Automatic, C Class,Diesel,39900
2020,3000,2,Automatic, C Class,Diesel,35900
2019,2200,2,Automatic, C Class,Diesel,31400
2019,3000,2,Automatic, C Class,Diesel,32900
2019,3500,3,Automatic, C Class,Petrol,45900
2017,30728,2,Automatic, C Class,Petrol,20988
2017,25000,2,Automatic, C Class,Petrol,22400
2017,23434,2,Automatic, C Class,Petrol,20700
2015,41000,2.1,Automatic, C Class,Diesel,15400
2015,26501,1.6,Automatic, C Class,Petrol,12900
2013,57801,2.1,Automatic, C Class,Diesel,9700
2016,23216,1.6,Manual, C Class,Diesel,16200
2015,62439,2.1,Automatic, C Class,Diesel,10700
2016,19581,2,Automatic, C Class,Petrol,17600
2016,25997,1.6,Manual, C Class,Diesel,15600
2016,18903,2.1,Automatic, C Class,Diesel,19300
2017,27566,2.1,Automatic, C Class,Diesel,21000
2017,31176,2,Automatic, C Class,Hybrid,19000
2017,36831,2.1,Automatic, C Class,Diesel,18500
2015,12586,2,Automatic, C Class,Hybrid,19100
2014,32613,2,Automatic, C Class,Petrol,16300
2016,26239,2.1,Automatic, C Class,Diesel,18300
2016,39379,2.1,Automatic, C Class,Diesel,17800
2013,37236,1.6,Automatic, C Class,Petrol,12000
2016,21425,2.1,Automatic, C Class,Diesel,20000
2016,27574,2.1,Automatic, C Class,Diesel,19000
2017,19832,2.1,Automatic, C Class,Diesel,23700
2019,1100,1.6,Automatic, C Class,Petrol,25900
2019,5250,1.5,Automatic, C Class,Petrol,28900
2017,48618,2.1,Automatic, C Class,Diesel,18691
2017,20843,2,Automatic, C Class,Petrol,19991
2019,4000,1.6,Automatic, C Class,Petrol,28991
2017,21210,2,Automatic, C Class,Hybrid,22691
2015,35229,2,Automatic, C Class,Petrol,18000
2017,26000,2.1,Automatic, C Class,Diesel,21400
2017,15808,2.1,Automatic, C Class,Diesel,25900
2017,41677,2.1,Automatic, C Class,Diesel,17400
2017,49365,2.1,Manual, C Class,Diesel,19700
2015,70000,2.1,Automatic, C Class,Diesel,14800
2019,2776,2,Automatic, C Class,Petrol,30900
2015,53829,2.1,Automatic, C Class,Hybrid,18798
2015,30891,2.1,Automatic, C Class,Diesel,18500
2017,30528,2,Manual, C Class,Petrol,15000
2015,33430,2.1,Automatic, C Class,Diesel,17700
2016,23676,2,Automatic, C Class,Hybrid,20000
2017,16087,2.1,Automatic, C Class,Hybrid,20200
2016,32743,2,Automatic, C Class,Hybrid,19000
2015,32712,2.1,Automatic, C Class,Diesel,14500
2014,30819,2,Automatic, C Class,Petrol,16300
2016,49335,2.1,Automatic, C Class,Diesel,19100
2015,36078,2.1,Automatic, C Class,Diesel,15700
2016,34295,2,Automatic, C Class,Hybrid,18300
2015,39004,2.1,Automatic, C Class,Diesel,18700
2016,41899,2.1,Automatic, C Class,Diesel,15400
2019,7000,1.6,Automatic, C Class,Petrol,23200
2019,6000,2,Automatic, C Class,Petrol,29900
2019,1000,2,Automatic, C Class,Diesel,29900
2016,40267,2,Automatic, C Class,Hybrid,18000
2014,50364,2.1,Automatic, C Class,Diesel,12500
2016,44263,2.1,Automatic, C Class,Diesel,14000
2017,39480,2.1,Manual, C Class,Diesel,19600
2016,24836,1.6,Automatic, C Class,Diesel,18600
2019,6000,1.6,Automatic, C Class,Diesel,24400
2019,6000,1.5,Automatic, C Class,Petrol,23900
2019,8000,1.5,Automatic, C Class,Petrol,23400
2019,6000,2,Automatic, C Class,Petrol,28900
2019,6000,2,Automatic, C Class,Petrol,28800
2018,1977,4,Automatic, C Class,Petrol,46900
2015,60185,2.1,Automatic, C Class,Diesel,15695
2017,14200,2.1,Automatic, C Class,Diesel,24495
2017,72400,2.1,Automatic, C Class,Diesel,16000
2016,93620,2.1,Automatic, C Class,Diesel,13500
2016,90980,2,Automatic, C Class,Hybrid,13295
2016,67490,2,Automatic, C Class,Hybrid,16000
2015,18263,2,Automatic, C Class,Petrol,16000
2018,20000,2,Automatic, C Class,Petrol,19900
2016,16957,2,Automatic, C Class,Petrol,20200
2017,54500,2.1,Automatic, C Class,Diesel,21400
2016,25522,2,Automatic, C Class,Petrol,17900
2015,35125,2.1,Automatic, C Class,Diesel,16700
2015,101480,2.1,Automatic, C Class,Diesel,12795
2020,6000,1.5,Automatic, C Class,Petrol,33900
2020,6000,2,Automatic, C Class,Diesel,41900
2019,6000,2,Automatic, C Class,Diesel,31900
2018,11626,2.1,Automatic, C Class,Diesel,25748
2016,31000,2,Automatic, C Class,Petrol,17900
2017,40000,2.1,Automatic, C Class,Diesel,19900
2019,6000,1.5,Automatic, C Class,Petrol,21400
2019,10000,1.5,Automatic, C Class,Petrol,24400
2016,29173,2.1,Automatic, C Class,Diesel,18600
2016,16662,2,Automatic, C Class,Hybrid,20100
2017,23063,2.1,Automatic, C Class,Diesel,20800
2016,18406,2.1,Automatic, C Class,Diesel,18000
2015,75920,2.1,Manual, C Class,Diesel,11990
2019,3405,4,Automatic, C Class,Petrol,59998
2020,20,4,Automatic, C Class,Petrol,61995
2019,2645,1.5,Automatic, C Class,Petrol,35248
2019,25,4,Automatic, C Class,Petrol,60298
2019,1100,2,Automatic, C Class,Diesel,36248
2019,1894,2,Automatic, C Class,Diesel,35298
2016,32475,2.1,Automatic, C Class,Diesel,17999
2014,33865,2.1,Automatic, C Class,Diesel,15700
2017,12040,2,Automatic, C Class,Hybrid,20499
2017,22167,2,Automatic, C Class,Hybrid,18399
2013,40490,2.1,Automatic, C Class,Diesel,11499
2015,40786,1.6,Automatic, C Class,Diesel,16699
2015,50211,2.1,Automatic, C Class,Diesel,14313
2016,40814,1.6,Automatic, C Class,Diesel,14999
2015,41000,2.1,Automatic, C Class,Diesel,13699
2015,73127,2.1,Automatic, C Class,Diesel,14899
2018,23842,2.1,Automatic, C Class,Diesel,19699
2015,35977,2,Automatic, C Class,Petrol,13599
2015,67795,2.1,Automatic, C Class,Diesel,12499
2014,62588,2.1,Automatic, C Class,Diesel,13799
2019,1568,2,Automatic, C Class,Diesel,40298
2016,26344,2.1,Automatic, C Class,Diesel,18745
2018,5454,2.1,Automatic, C Class,Diesel,25748
2018,17970,2.1,Automatic, C Class,Diesel,26748
2019,4040,1.6,Automatic, C Class,Petrol,32298
2015,36643,2,Manual, C Class,Petrol,14298
2017,24003,2,Automatic, C Class,Petrol,25248
2018,13500,2.1,Automatic, C Class,Diesel,28298
2017,26914,2,Automatic, C Class,Petrol,25998
2015,25000,2,Automatic, C Class,Hybrid,18298
2015,36103,2.1,Manual, C Class,Diesel,15499
2015,69261,2.1,Manual, C Class,Diesel,13799
2015,56546,2.1,Automatic, C Class,Hybrid,17699
2018,9705,2.1,Automatic, C Class,Diesel,19999
2015,53279,2.1,Automatic, C Class,Diesel,14695
2016,42402,2,Automatic, C Class,Hybrid,16822
2016,58858,1.6,Manual, C Class,Diesel,13391
2012,86663,1.6,Automatic, C Class,Petrol,8450
2012,55685,2.1,Automatic, C Class,Diesel,9799
2016,41050,2.1,Automatic, C Class,Diesel,17950
2017,33000,2.1,Automatic, C Class,Diesel,16750
2013,60000,2.1,Manual, C Class,Diesel,8980
2016,38785,2.1,Automatic, C Class,Diesel,16799
2014,54097,2.1,Automatic, C Class,Diesel,10999
2015,9793,1.6,Automatic, C Class,Diesel,18999
2015,34278,2.1,Automatic, C Class,Diesel,14999
2016,42271,2.1,Automatic, C Class,Diesel,17999
2014,39807,2.1,Automatic, C Class,Diesel,16699
2016,23905,2.1,Automatic, C Class,Diesel,19999
2012,41239,1.6,Automatic, C Class,Petrol,10999
2017,20418,2.1,Automatic, C Class,Diesel,15652
2016,26544,2.1,Automatic, C Class,Diesel,16699
2017,21032,2,Automatic, C Class,Hybrid,19347
2019,12583,2,Automatic, C Class,Diesel,28991
2017,21980,2.1,Automatic, C Class,Diesel,21491
2018,12767,2.1,Automatic, C Class,Diesel,21991
2018,30726,2.1,Automatic, C Class,Diesel,16800
2012,49029,2.1,Automatic, C Class,Diesel,10899
2014,41701,2.1,Automatic, C Class,Diesel,14786
2014,70824,2.1,Automatic, C Class,Diesel,10822
2015,51344,2.1,Automatic, C Class,Diesel,13195
2012,67200,2.1,Automatic, C Class,Diesel,7999
2016,83990,2.1,Automatic, C Class,Hybrid,14000
2014,92840,2.1,Manual, C Class,Diesel,11795
2015,114970,2.1,Manual, C Class,Diesel,11295
2016,81960,2,Automatic, C Class,Hybrid,14000
2016,113770,2,Automatic, C Class,Hybrid,12295
2015,78070,2.1,Automatic, C Class,Diesel,13000
2014,91430,2.1,Manual, C Class,Diesel,10500
2016,41358,2.1,Automatic, C Class,Diesel,14999
2016,23953,2.1,Automatic, C Class,Diesel,18499
2017,21985,1.6,Manual, C Class,Diesel,16499
2016,41864,2.1,Automatic, C Class,Diesel,18108
2015,22499,2.1,Automatic, C Class,Diesel,18999
2015,33707,2.1,Automatic, C Class,Diesel,16499
2018,31708,2.1,Automatic, C Class,Diesel,18999
2015,33720,2.1,Automatic, C Class,Diesel,18199
2011,64000,1.8,Manual, C Class,Petrol,7999
2015,35592,2.1,Automatic, C Class,Diesel,16679
2018,24564,2.1,Automatic, C Class,Diesel,19999
2016,27268,2.1,Automatic, C Class,Diesel,16449
2016,17757,2,Manual, C Class,Petrol,17779
2016,15664,2,Manual, C Class,Petrol,14739
2011,80268,2.1,Automatic, C Class,Diesel,7449
2017,45960,2,Automatic, C Class,Hybrid,19199
2018,9047,2.1,Automatic, C Class,Diesel,19399
2019,7137,1.5,Automatic, C Class,Petrol,24899
2018,25396,2.1,Automatic, C Class,Diesel,19999
2018,15000,2.1,Automatic, C Class,Diesel,18998
2019,8024,1.6,Automatic, C Class,Petrol,26998
2014,28759,2.1,Automatic, C Class,Diesel,13498
2016,82590,2.1,Automatic, C Class,Diesel,13000
2015,79779,2,Automatic, C Class,Hybrid,13999
2018,19044,2,Automatic, C Class,Hybrid,22995
2015,103820,2.1,Manual, C Class,Diesel,11695
2016,99470,2.1,Automatic, C Class,Diesel,14795
2016,85040,2,Automatic, C Class,Hybrid,15000
2015,131790,2.1,Automatic, C Class,Hybrid,12995
2016,49126,2,Automatic, C Class,Hybrid,16562
2012,51737,1.8,Automatic, C Class,Petrol,9850
2011,61242,1.8,Automatic, C Class,Petrol,8894
2017,26904,2,Automatic, C Class,Hybrid,17750
2018,32854,2.1,Automatic, C Class,Diesel,18599
2016,38748,2.1,Automatic, C Class,Diesel,15499
2016,102580,2.1,Automatic, C Class,Diesel,13195
2015,73960,2.1,Automatic, C Class,Diesel,14000
2016,94440,2.1,Automatic, C Class,Diesel,12195
2016,100950,2.1,Manual, C Class,Diesel,11000
2016,66950,2,Automatic, C Class,Hybrid,15000
2015,69930,1.6,Manual, C Class,Diesel,13000
2015,101540,2.1,Automatic, C Class,Diesel,11500
2015,136760,2.1,Automatic, C Class,Hybrid,10795
2015,87980,2,Automatic, C Class,Hybrid,13295
2014,85699,2.1,Automatic, C Class,Diesel,8999
2015,73227,2,Manual, C Class,Petrol,12299
2018,9562,2.1,Automatic, C Class,Diesel,20299
2015,50299,1.6,Manual, C Class,Diesel,12599
2015,25758,2.1,Automatic, C Class,Hybrid,17299
2018,20173,2.1,Automatic, C Class,Diesel,19799
2016,28960,1.6,Manual, C Class,Diesel,13999
2019,9683,1.5,Automatic, C Class,Petrol,17999
2016,74252,2,Automatic, C Class,Hybrid,16879
2015,49468,2.1,Automatic, C Class,Diesel,14370
2013,57062,2.1,Automatic, C Class,Diesel,10699
2007,62000,2.1,Semi-Auto, C Class,Diesel,5995
2010,90000,2.1,Automatic, C Class,Diesel,5975
2008,70000,1.8,Automatic, C Class,Petrol,5875
2014,41000,2.1,Automatic, C Class,Diesel,16450
2017,32664,2,Automatic, C Class,Petrol,20995
2014,57062,0,Manual, C Class,Diesel,14750
2005,66000,2.1,Automatic, C Class,Diesel,2575
2015,52000,2.1,Automatic, C Class,Diesel,15995
2017,10951,2.1,Automatic, C Class,Hybrid,20980
2015,73770,2.1,Manual, C Class,Diesel,10795
2018,9695,2,Automatic, C Class,Diesel,24999
2016,24735,2.1,Automatic, C Class,Diesel,23299
2015,76157,2,Manual, C Class,Petrol,10799
2018,10493,2.1,Automatic, C Class,Diesel,19499
2018,36926,2,Automatic, C Class,Diesel,21999
2014,49241,2.1,Automatic, C Class,Diesel,14199
2015,47012,2.1,Automatic, C Class,Diesel,14819
2013,25525,1.6,Automatic, C Class,Petrol,11999
2016,55154,1.6,Manual, C Class,Diesel,13499
2016,30497,2,Automatic, C Class,Hybrid,19999
2016,47360,2.1,Automatic, C Class,Diesel,15199
2016,16225,2,Manual, C Class,Petrol,19799
2015,69037,2.1,Automatic, C Class,Hybrid,14699
2016,32044,2.1,Automatic, C Class,Diesel,17699
2016,45250,2.1,Automatic, C Class,Diesel,18399
2017,47053,2.1,Automatic, C Class,Diesel,19399
2015,70804,2.1,Automatic, C Class,Diesel,12800
2018,10815,2.1,Automatic, C Class,Diesel,21199
2016,23196,1.6,Automatic, C Class,Diesel,16250
2018,21936,2,Automatic, C Class,Petrol,17450
2019,10765,2,Automatic, C Class,Diesel,26995
2017,17413,2.1,Automatic, C Class,Diesel,21995
2016,9578,2.1,Manual, C Class,Diesel,15391
2014,46931,2.1,Automatic, C Class,Diesel,11999
2015,24352,2.1,Automatic, C Class,Diesel,18199
2015,55978,2.1,Automatic, C Class,Diesel,16999
2017,26538,2,Automatic, C Class,Hybrid,19199
2013,86136,2.1,Automatic, C Class,Diesel,8099
2015,57900,2.1,Automatic, C Class,Diesel,19995
2018,16663,2.1,Automatic, C Class,Diesel,19999
2012,72005,2.1,Automatic, C Class,Diesel,8299
2017,5338,2,Automatic, C Class,Hybrid,20999
2017,18888,2,Automatic, C Class,Hybrid,20999
2016,67267,2,Automatic, C Class,Hybrid,15339
2016,47448,2,Automatic, C Class,Hybrid,17979
2015,76472,2.1,Manual, C Class,Diesel,11689
2018,30772,2.1,Automatic, C Class,Diesel,18819
2018,22078,2.1,Automatic, C Class,Diesel,19399
2010,137291,2.1,Manual, C Class,Diesel,4294
2010,58535,2.1,Automatic, C Class,Diesel,6994
2015,42000,2.1,Automatic, C Class,Diesel,16975
2015,29000,1.6,Automatic, C Class,Petrol,12750
2016,19299,2,Automatic, C Class,Hybrid,19999
2018,34008,2.1,Automatic, C Class,Diesel,19999
2016,93948,2.1,Automatic, C Class,Diesel,12459
2014,50179,2.1,Automatic, C Class,Diesel,10699
2017,50212,1.6,Automatic, C Class,Diesel,17599
2018,22027,2,Automatic, C Class,Diesel,22199
2018,38169,2.1,Automatic, C Class,Diesel,17999
2016,65548,1.6,Manual, C Class,Diesel,11999
2006,86000,3.5,Automatic, C Class,Petrol,3200
2017,33368,2.1,Automatic, C Class,Diesel,16999
2017,47106,1.6,Manual, C Class,Diesel,14999
2013,58654,2.1,Manual, C Class,Diesel,10199
2016,38764,2.1,Manual, C Class,Diesel,14799
2016,33608,2.1,Automatic, C Class,Diesel,19349
2018,28848,2.1,Automatic, C Class,Diesel,18799
2017,18075,3,Automatic, C Class,Petrol,31750
2017,52160,2.1,Automatic, C Class,Hybrid,19899
2016,59243,2.1,Automatic, C Class,Diesel,14999
2014,73598,2.1,Automatic, C Class,Diesel,14399
2018,10346,2,Automatic, C Class,Petrol,22899
2014,68000,1.8,Automatic, C Class,Diesel,10995
2017,26213,2.1,Automatic, C Class,Diesel,21399
2016,86620,2,Automatic, C Class,Hybrid,13295
2002,13800,2.7,Automatic, C Class,Diesel,1495
2018,16834,2.1,Automatic, C Class,Diesel,18999
2018,20090,2.1,Automatic, C Class,Diesel,18799
2018,21315,2.1,Automatic, C Class,Diesel,18899
2018,14632,1.6,Automatic, C Class,Diesel,17999
2016,30173,2.1,Automatic, C Class,Diesel,15699
2016,59290,2,Automatic, C Class,Hybrid,16899
2017,50216,2,Automatic, C Class,Hybrid,18299
2016,22525,1.6,Automatic, C Class,Diesel,16499
2015,30701,2.1,Automatic, C Class,Diesel,16729
2015,25958,2.1,Automatic, C Class,Diesel,16299
2018,17973,2.1,Automatic, C Class,Diesel,19980
2015,41267,2.1,Automatic, C Class,Diesel,15980
2018,13500,3,Automatic, C Class,Petrol,34680
2015,109050,2.1,Automatic, C Class,Hybrid,14795
2016,117760,2.1,Manual, C Class,Diesel,10500
2017,54700,2.1,Automatic, C Class,Hybrid,15000
2016,76200,2.1,Automatic, C Class,Diesel,15000
2015,74044,2.1,Automatic, C Class,Diesel,13362
2007,50500,1.8,Automatic, C Class,Petrol,5995
2016,49846,2.1,Automatic, C Class,Diesel,15475
2002,82700,2.7,Automatic, C Class,Diesel,1295
2012,51122,2.2,Automatic, C Class,Diesel,8495
2015,40005,2.1,Automatic, C Class,Diesel,12000
2016,61140,2.1,Manual, C Class,Diesel,13499
